match_id,friendly_picks,enemy_picks,bans,win_rate
5771,"[9, 7, 5, 14, 22]","[13, 23, 4, 15, 2]","[17, 24, 12, 8, 10, 27]",0.6242
5772,"[15, 16, 20, 13, 17]","[6, 2, 5, 10, 12]","[4, 21, 7, 29, 25, 27]",0.6448
5773,"[19, 14, 29, 8, 1]","[22, 4, 30, 27, 7]","[16, 6, 28, 5, 23, 24]",0.6308
5774,"[4, 9, 17, 6, 29]","[25, 13, 3, 28, 27]","[11, 15, 19, 18, 21, 10]",0.5939
5775,"[6, 20, 13, 23, 4]","[24, 14, 2, 8, 27]","[5, 1, 22, 11, 16, 17]",0.5656
5776,"[7, 9, 24, 20, 10]","[25, 23, 12, 1, 14]","[19, 6, 5, 21, 17, 16]",0.6526
5777,"[25, 2, 13, 21, 26]","[10, 16, 7, 20, 3]","[14, 5, 15, 8, 11, 24]",0.5414
5778,"[3, 17, 5, 13, 23]","[6, 16, 29, 2, 30]","[19, 7, 24, 4, 8, 10]",0.5741
5779,"[7, 3, 13, 4, 11]","[15, 5, 14, 19, 2]","[6, 12, 27, 20, 29, 30]",0.6889
5780,"[4, 11, 7, 14, 8]","[28, 15, 23, 13, 3]","[24, 1, 29, 16, 12, 20]",0.7125
5781,"[28, 3, 12, 11, 15]","[23, 24, 17, 6, 9]","[26, 25, 27, 22, 5, 8]",0.7048
5782,"[19, 23, 10, 22, 27]","[8, 25, 15, 18, 2]","[6, 7, 29, 12, 30, 20]",0.5379
5783,"[20, 3, 8, 13, 25]","[23, 16, 9, 4, 7]","[12, 10, 14, 2, 19, 27]",0.5288
5784,"[13, 15, 21, 18, 23]","[17, 20, 25, 19, 2]","[30, 27, 9, 3, 22, 24]",0.7221
5785,"[16, 20, 28, 29, 21]","[10, 17, 25, 9, 18]","[19, 1, 3, 15, 23, 12]",0.5135
5786,"[19, 17, 13, 8, 26]","[12, 14, 30, 6, 3]","[2, 9, 27, 29, 4, 10]",0.5447
5787,"[3, 26, 12, 15, 2]","[14, 28, 10, 11, 24]","[1, 23, 30, 22, 19, 29]",0.5144
5788,"[27, 21, 24, 23, 11]","[28, 12, 13, 14, 5]","[6, 18, 7, 4, 16, 10]",0.5482
5789,"[24, 12, 6, 23, 27]","[3, 13, 25, 17, 1]","[8, 21, 26, 10, 15, 7]",0.6384
5790,"[13, 23, 8, 15, 4]","[17, 30, 10, 9, 25]","[16, 29, 3, 12, 11, 20]",0.5369
5791,"[11, 24, 1, 7, 27]","[22, 3, 4, 13, 10]","[6, 26, 30, 5, 25, 29]",0.5787
5792,"[9, 18, 5, 19, 7]","[25, 27, 12, 1, 21]","[14, 28, 24, 13, 6, 8]",0.5397
5793,"[19, 11, 28, 6, 30]","[18, 16, 4, 7, 21]","[25, 13, 22, 12, 8, 23]",0.5509
5794,"[28, 14, 20, 2, 11]","[16, 15, 23, 7, 30]","[19, 24, 21, 9, 25, 29]",0.6658
5795,"[29, 11, 26, 28, 24]","[12, 25, 15, 4, 7]","[17, 20, 2, 19, 14, 6]",0.6098
5796,"[25, 7, 23, 28, 24]","[19, 15, 27, 12, 14]","[8, 29, 13, 1, 4, 30]",0.6644
5797,"[26, 6, 11, 20, 15]","[17, 19, 13, 2, 4]","[21, 18, 14, 30, 25, 16]",0.7295
5798,"[25, 29, 26, 5, 19]","[24, 20, 2, 23, 14]","[15, 6, 22, 8, 9, 28]",0.5683
5799,"[14, 15, 18, 4, 12]","[6, 25, 19, 20, 26]","[17, 24, 8, 27, 1, 3]",0.6298
5800,"[8, 5, 14, 12, 19]","[4, 9, 20, 10, 24]","[22, 7, 28, 3, 30, 17]",0.6011
5801,"[10, 16, 19, 2, 20]","[26, 4, 27, 23, 14]","[11, 24, 29, 18, 25, 1]",0.6793
5802,"[3, 29, 5, 18, 8]","[15, 26, 24, 7, 16]","[21, 9, 2, 10, 27, 6]",0.645
5803,"[30, 10, 8, 5, 24]","[11, 14, 28, 16, 25]","[22, 13, 4, 2, 23, 7]",0.6517
5804,"[21, 22, 9, 25, 6]","[26, 16, 29, 3, 1]","[4, 12, 19, 10, 28, 30]",0.6261
5805,"[1, 29, 4, 28, 2]","[15, 26, 9, 11, 27]","[12, 17, 10, 13, 5, 6]",0.5974
5806,"[17, 19, 29, 2, 27]","[15, 24, 30, 28, 26]","[22, 7, 18, 10, 1, 4]",0.6789
5807,"[11, 16, 2, 3, 12]","[14, 22, 25, 9, 29]","[27, 15, 13, 21, 10, 7]",0.5162
5808,"[28, 30, 25, 27, 14]","[13, 8, 23, 18, 2]","[4, 5, 17, 24, 26, 11]",0.5757
5809,"[2, 19, 14, 27, 9]","[7, 17, 23, 28, 4]","[18, 5, 1, 10, 6, 24]",0.5787
5810,"[22, 20, 21, 19, 26]","[12, 27, 17, 9, 10]","[23, 7, 15, 25, 6, 29]",0.6317
5811,"[7, 11, 19, 15, 30]","[24, 8, 26, 4, 21]","[23, 18, 29, 27, 12, 16]",0.6271
5812,"[21, 6, 4, 8, 1]","[30, 25, 20, 23, 16]","[10, 28, 27, 24, 22, 29]",0.5879
5813,"[4, 21, 29, 9, 11]","[14, 19, 27, 23, 17]","[10, 22, 1, 2, 18, 13]",0.5524
5814,"[13, 21, 20, 1, 22]","[18, 12, 9, 2, 10]","[6, 15, 11, 23, 29, 24]",0.659
5815,"[8, 19, 2, 12, 1]","[10, 14, 18, 3, 20]","[16, 23, 29, 5, 6, 24]",0.6045
5816,"[2, 15, 30, 4, 23]","[28, 10, 12, 3, 11]","[1, 27, 20, 13, 14, 26]",0.6904
5817,"[14, 21, 28, 16, 22]","[15, 11, 20, 26, 25]","[19, 17, 8, 3, 6, 10]",0.5565
5818,"[28, 16, 6, 22, 7]","[11, 23, 8, 1, 10]","[25, 29, 20, 12, 15, 24]",0.5922
5819,"[20, 7, 22, 17, 4]","[24, 29, 5, 14, 25]","[16, 15, 3, 12, 23, 8]",0.6688
5820,"[24, 2, 10, 4, 19]","[26, 22, 9, 21, 18]","[5, 3, 28, 20, 30, 29]",0.6422
5821,"[5, 27, 8, 26, 28]","[4, 22, 16, 15, 30]","[19, 23, 2, 24, 9, 25]",0.5259
5822,"[21, 24, 17, 29, 2]","[13, 18, 30, 6, 4]","[9, 3, 7, 10, 12, 1]",0.5958
5823,"[4, 30, 7, 23, 13]","[26, 16, 12, 28, 25]","[14, 17, 22, 8, 10, 9]",0.6048
5824,"[19, 10, 23, 21, 12]","[20, 13, 17, 25, 14]","[5, 27, 28, 15, 26, 1]",0.5313
5825,"[23, 11, 30, 17, 20]","[12, 6, 25, 21, 18]","[26, 7, 3, 5, 8, 28]",0.6192
5826,"[7, 20, 27, 2, 22]","[8, 15, 17, 11, 1]","[30, 29, 16, 19, 12, 6]",0.615
5827,"[24, 8, 10, 28, 7]","[27, 12, 13, 25, 18]","[26, 2, 22, 9, 15, 29]",0.5571
5828,"[9, 14, 4, 7, 24]","[3, 10, 27, 18, 30]","[8, 13, 6, 11, 1, 19]",0.636
5829,"[15, 24, 11, 21, 6]","[16, 23, 4, 28, 8]","[7, 12, 14, 26, 17, 10]",0.5611
5830,"[7, 30, 9, 14, 21]","[12, 10, 15, 11, 13]","[22, 16, 18, 5, 1, 6]",0.6662
5831,"[7, 13, 8, 2, 4]","[15, 18, 26, 1, 22]","[17, 23, 12, 6, 16, 29]",0.5151
5832,"[8, 22, 12, 28, 11]","[4, 2, 10, 6, 21]","[13, 19, 15, 25, 17, 9]",0.6073
5833,"[15, 26, 12, 9, 4]","[16, 19, 23, 21, 2]","[5, 14, 7, 22, 1, 25]",0.5611
5834,"[5, 2, 26, 7, 18]","[6, 29, 13, 14, 11]","[24, 12, 16, 8, 10, 22]",0.6338
5835,"[13, 20, 23, 1, 7]","[15, 25, 12, 3, 10]","[16, 5, 24, 27, 29, 30]",0.6336
5836,"[9, 19, 27, 25, 2]","[7, 11, 30, 12, 26]","[8, 18, 3, 13, 29, 24]",0.6494
5837,"[22, 12, 11, 15, 2]","[10, 25, 8, 14, 1]","[29, 18, 3, 20, 23, 24]",0.6564
5838,"[4, 21, 10, 29, 15]","[24, 23, 8, 27, 28]","[9, 1, 20, 7, 19, 26]",0.7135
5839,"[24, 17, 6, 28, 13]","[5, 8, 15, 3, 21]","[10, 16, 11, 27, 4, 29]",0.5764
5840,"[14, 1, 16, 27, 28]","[9, 29, 25, 23, 18]","[15, 26, 3, 4, 12, 19]",0.6876
5841,"[3, 6, 12, 29, 17]","[21, 28, 23, 19, 25]","[1, 10, 24, 22, 20, 16]",0.6907
5842,"[16, 1, 17, 26, 9]","[25, 4, 19, 20, 30]","[10, 14, 6, 15, 22, 7]",0.6882
5843,"[15, 5, 3, 25, 22]","[10, 20, 26, 2, 29]","[8, 24, 28, 27, 23, 7]",0.6375
5844,"[12, 3, 29, 17, 20]","[26, 19, 15, 27, 6]","[10, 8, 5, 13, 23, 16]",0.6762
5845,"[5, 18, 14, 25, 7]","[16, 9, 30, 15, 2]","[8, 13, 4, 12, 29, 1]",0.7163
5846,"[21, 6, 19, 16, 5]","[11, 24, 20, 10, 4]","[27, 9, 18, 17, 12, 25]",0.5942
5847,"[25, 29, 5, 26, 22]","[11, 3, 21, 30, 6]","[28, 15, 19, 9, 27, 16]",0.6648
5848,"[24, 4, 3, 7, 5]","[10, 14, 11, 1, 16]","[30, 8, 9, 2, 19, 15]",0.5169
5849,"[30, 16, 27, 17, 24]","[11, 12, 10, 3, 5]","[22, 25, 15, 4, 28, 23]",0.6541
5850,"[19, 25, 9, 20, 1]","[28, 18, 22, 27, 12]","[10, 8, 2, 23, 16, 7]",0.6794
5851,"[17, 8, 4, 19, 28]","[29, 5, 6, 27, 10]","[18, 2, 16, 21, 1, 25]",0.6511
5852,"[4, 27, 20, 3, 2]","[29, 13, 30, 18, 15]","[28, 16, 14, 5, 7, 11]",0.678
5853,"[12, 5, 4, 11, 1]","[24, 18, 15, 13, 26]","[8, 25, 21, 29, 20, 17]",0.5114
5854,"[3, 28, 21, 2, 17]","[25, 5, 13, 22, 20]","[1, 10, 24, 7, 6, 9]",0.6726
5855,"[27, 14, 6, 22, 25]","[23, 28, 5, 21, 2]","[26, 4, 12, 29, 9, 24]",0.6509
5856,"[15, 28, 4, 14, 16]","[27, 3, 30, 23, 26]","[10, 5, 21, 22, 29, 18]",0.7253
5857,"[11, 8, 29, 3, 15]","[25, 26, 23, 21, 28]","[30, 6, 4, 19, 12, 7]",0.7112
5858,"[21, 17, 18, 26, 7]","[19, 3, 12, 14, 5]","[4, 29, 27, 22, 13, 9]",0.6093
5859,"[10, 12, 15, 14, 2]","[13, 11, 30, 21, 19]","[8, 9, 25, 28, 17, 27]",0.655
5860,"[6, 19, 11, 30, 10]","[13, 3, 29, 25, 18]","[14, 27, 2, 4, 20, 8]",0.5425
5861,"[17, 25, 10, 18, 30]","[15, 6, 11, 20, 28]","[1, 21, 27, 24, 12, 3]",0.6708
5862,"[15, 19, 1, 3, 26]","[14, 7, 5, 20, 23]","[27, 13, 18, 17, 21, 10]",0.6263
5863,"[23, 24, 29, 12, 9]","[8, 15, 17, 18, 25]","[20, 10, 22, 5, 27, 3]",0.6767
5864,"[13, 27, 21, 3, 7]","[15, 2, 1, 20, 17]","[26, 11, 30, 10, 16, 25]",0.6764
5865,"[26, 28, 23, 5, 16]","[4, 18, 2, 6, 3]","[27, 8, 13, 9, 20, 22]",0.5339
5866,"[11, 7, 14, 6, 28]","[8, 23, 26, 29, 13]","[15, 19, 10, 30, 25, 3]",0.6273
5867,"[17, 26, 1, 3, 7]","[16, 18, 20, 30, 4]","[22, 9, 15, 27, 23, 5]",0.6187
5868,"[18, 19, 22, 24, 8]","[3, 27, 13, 14, 6]","[4, 28, 2, 10, 7, 23]",0.6017
5869,"[4, 8, 21, 9, 15]","[3, 5, 20, 18, 12]","[1, 28, 6, 22, 24, 2]",0.6853
5870,"[25, 28, 15, 2, 9]","[10, 24, 13, 6, 26]","[18, 7, 8, 21, 11, 5]",0.637
5871,"[19, 26, 16, 8, 2]","[21, 15, 13, 3, 17]","[11, 22, 29, 4, 24, 9]",0.5311
5872,"[6, 29, 8, 21, 17]","[1, 3, 24, 7, 22]","[16, 15, 5, 26, 12, 9]",0.69
5873,"[4, 3, 2, 15, 28]","[1, 7, 19, 25, 14]","[18, 23, 26, 21, 12, 30]",0.6819
5874,"[28, 15, 18, 10, 21]","[26, 19, 22, 1, 25]","[24, 5, 9, 11, 8, 6]",0.705
5875,"[13, 7, 6, 28, 20]","[30, 1, 3, 19, 24]","[11, 27, 22, 21, 15, 9]",0.5149
5876,"[10, 26, 9, 28, 14]","[20, 7, 2, 4, 13]","[21, 15, 3, 17, 11, 6]",0.6869
5877,"[27, 20, 10, 3, 23]","[12, 22, 14, 15, 1]","[29, 7, 21, 24, 19, 6]",0.5908
5878,"[22, 30, 18, 11, 16]","[20, 9, 26, 28, 8]","[23, 14, 10, 2, 1, 25]",0.7106
5879,"[6, 24, 3, 15, 14]","[18, 16, 5, 8, 21]","[22, 17, 7, 4, 27, 20]",0.6742
5880,"[15, 1, 24, 8, 27]","[12, 19, 7, 30, 18]","[20, 10, 28, 2, 4, 6]",0.5518
5881,"[11, 9, 7, 12, 13]","[22, 10, 6, 17, 21]","[20, 14, 18, 29, 15, 4]",0.524
5882,"[24, 6, 26, 23, 11]","[12, 19, 28, 4, 25]","[3, 2, 16, 7, 30, 10]",0.6745
5883,"[14, 11, 7, 6, 10]","[19, 12, 9, 30, 28]","[29, 4, 24, 27, 16, 8]",0.5553
5884,"[19, 12, 1, 3, 30]","[27, 25, 7, 15, 26]","[18, 11, 23, 22, 14, 21]",0.7186
5885,"[15, 26, 2, 22, 1]","[7, 4, 17, 27, 28]","[11, 16, 19, 5, 24, 20]",0.5192
5886,"[19, 10, 4, 12, 3]","[21, 1, 5, 30, 22]","[24, 26, 18, 14, 23, 16]",0.5963
5887,"[14, 13, 27, 29, 19]","[11, 30, 25, 10, 18]","[21, 4, 24, 1, 20, 26]",0.5518
5888,"[21, 27, 22, 15, 11]","[6, 28, 26, 1, 3]","[14, 16, 8, 25, 5, 13]",0.7421
5889,"[22, 5, 11, 1, 21]","[13, 23, 19, 27, 9]","[25, 20, 4, 14, 30, 6]",0.6211
5890,"[27, 15, 16, 1, 9]","[23, 25, 13, 11, 18]","[7, 30, 26, 22, 12, 20]",0.7083
5891,"[27, 28, 29, 22, 2]","[19, 17, 3, 24, 21]","[5, 8, 25, 26, 1, 12]",0.6943
5892,"[25, 24, 16, 13, 22]","[17, 7, 27, 19, 11]","[4, 10, 1, 28, 29, 6]",0.6713
5893,"[21, 14, 18, 3, 2]","[27, 29, 17, 7, 9]","[12, 30, 1, 26, 10, 22]",0.6083
5894,"[29, 4, 14, 23, 15]","[17, 18, 12, 19, 26]","[9, 27, 8, 13, 24, 2]",0.6324
5895,"[28, 9, 21, 10, 7]","[20, 23, 1, 3, 17]","[12, 15, 24, 11, 8, 29]",0.6236
5896,"[13, 18, 12, 27, 24]","[20, 26, 2, 6, 5]","[15, 30, 8, 7, 16, 28]",0.6306
5897,"[26, 21, 4, 15, 19]","[24, 20, 3, 29, 14]","[6, 25, 10, 8, 2, 11]",0.5656
5898,"[20, 28, 13, 17, 15]","[18, 14, 21, 16, 25]","[19, 1, 29, 5, 4, 22]",0.5848
5899,"[26, 19, 8, 30, 2]","[5, 28, 20, 24, 10]","[6, 9, 3, 7, 21, 15]",0.5486
5900,"[24, 14, 30, 23, 1]","[6, 9, 10, 27, 25]","[11, 8, 26, 16, 15, 2]",0.5725
5901,"[26, 24, 2, 3, 13]","[25, 27, 14, 1, 10]","[15, 20, 19, 11, 9, 16]",0.6227
5902,"[13, 1, 10, 9, 23]","[7, 14, 25, 8, 28]","[24, 6, 22, 15, 4, 18]",0.5819
5903,"[7, 20, 11, 6, 13]","[3, 29, 23, 21, 2]","[27, 10, 12, 14, 25, 1]",0.615
5904,"[14, 20, 17, 28, 15]","[24, 4, 18, 3, 13]","[19, 6, 27, 26, 5, 23]",0.5856
5905,"[28, 23, 12, 3, 5]","[20, 13, 27, 25, 26]","[18, 9, 11, 7, 14, 15]",0.5734
5906,"[19, 10, 27, 11, 28]","[22, 12, 18, 25, 8]","[7, 17, 15, 23, 21, 9]",0.5659
5907,"[13, 12, 22, 9, 20]","[30, 26, 17, 18, 10]","[25, 15, 28, 24, 16, 8]",0.4973
5908,"[6, 22, 2, 23, 24]","[12, 28, 21, 16, 30]","[9, 11, 25, 19, 14, 26]",0.5996
5909,"[10, 29, 9, 30, 23]","[7, 16, 17, 3, 8]","[26, 12, 18, 13, 5, 25]",0.6108
5910,"[18, 13, 16, 3, 23]","[12, 8, 27, 9, 1]","[14, 4, 24, 5, 19, 26]",0.5608
5911,"[12, 16, 4, 3, 28]","[10, 9, 18, 17, 15]","[7, 1, 20, 26, 8, 24]",0.6329
5912,"[6, 4, 20, 7, 1]","[8, 30, 26, 27, 12]","[22, 21, 13, 3, 28, 9]",0.6503
5913,"[16, 27, 18, 30, 26]","[21, 12, 3, 11, 9]","[7, 24, 22, 19, 13, 6]",0.5133
5914,"[20, 26, 6, 2, 22]","[21, 13, 19, 18, 16]","[15, 3, 10, 25, 23, 24]",0.6213
5915,"[15, 14, 20, 21, 28]","[8, 25, 10, 27, 17]","[2, 12, 30, 1, 3, 23]",0.717
5916,"[21, 10, 9, 2, 3]","[29, 25, 16, 5, 24]","[18, 15, 14, 6, 22, 23]",0.519
5917,"[27, 28, 9, 7, 12]","[15, 23, 18, 14, 5]","[29, 10, 16, 20, 25, 17]",0.6018
5918,"[3, 29, 18, 6, 20]","[10, 17, 27, 5, 28]","[26, 1, 11, 7, 13, 9]",0.6262
5919,"[12, 23, 16, 29, 4]","[3, 18, 19, 7, 27]","[2, 24, 20, 13, 30, 15]",0.6491
5920,"[2, 20, 5, 12, 26]","[28, 4, 13, 27, 11]","[24, 23, 19, 14, 18, 29]",0.637
5921,"[24, 27, 18, 14, 19]","[9, 29, 6, 7, 30]","[17, 28, 10, 1, 20, 26]",0.6983
5922,"[7, 16, 17, 2, 28]","[21, 9, 25, 10, 29]","[26, 23, 11, 8, 4, 1]",0.6347
5923,"[12, 5, 7, 23, 25]","[11, 22, 18, 16, 3]","[30, 2, 14, 20, 27, 13]",0.6357
5924,"[28, 18, 23, 7, 17]","[22, 24, 26, 20, 30]","[14, 6, 16, 19, 1, 10]",0.5243
5925,"[13, 19, 2, 11, 8]","[22, 18, 16, 10, 4]","[29, 27, 9, 26, 17, 12]",0.6605
5926,"[25, 3, 19, 30, 27]","[2, 10, 26, 7, 22]","[14, 18, 20, 9, 11, 5]",0.5672
5927,"[24, 18, 13, 21, 28]","[16, 17, 30, 8, 26]","[3, 1, 22, 6, 14, 20]",0.585
5928,"[30, 28, 18, 2, 17]","[22, 8, 7, 21, 27]","[29, 20, 1, 24, 12, 23]",0.5079
5929,"[8, 25, 26, 1, 18]","[13, 29, 14, 17, 23]","[19, 21, 3, 15, 22, 28]",0.7118
5930,"[22, 14, 2, 3, 8]","[13, 4, 17, 11, 28]","[1, 15, 12, 23, 25, 27]",0.6232
5931,"[1, 19, 28, 2, 4]","[13, 29, 9, 3, 24]","[23, 12, 6, 5, 18, 7]",0.6523
5932,"[4, 18, 22, 19, 25]","[3, 11, 23, 28, 24]","[9, 27, 13, 10, 15, 8]",0.5687
5933,"[26, 20, 21, 8, 4]","[28, 1, 13, 14, 30]","[9, 19, 10, 27, 7, 11]",0.6292
5934,"[17, 13, 6, 27, 4]","[15, 8, 22, 14, 23]","[29, 30, 18, 25, 3, 16]",0.5538
5935,"[30, 26, 25, 7, 29]","[28, 21, 20, 9, 19]","[5, 2, 6, 23, 4, 18]",0.7053
5936,"[3, 13, 1, 12, 18]","[16, 2, 25, 9, 10]","[29, 14, 7, 28, 11, 17]",0.5717
5937,"[22, 12, 25, 29, 6]","[16, 10, 8, 9, 14]","[26, 23, 4, 3, 27, 11]",0.5723
5938,"[2, 19, 26, 5, 22]","[13, 4, 21, 18, 7]","[20, 16, 12, 24, 1, 6]",0.5654
5939,"[1, 21, 5, 15, 7]","[17, 14, 11, 2, 28]","[25, 10, 16, 26, 18, 24]",0.6025
5940,"[15, 19, 6, 26, 16]","[27, 11, 3, 12, 8]","[25, 17, 5, 24, 28, 1]",0.6884
5941,"[21, 29, 30, 8, 11]","[23, 20, 1, 28, 22]","[3, 19, 26, 12, 25, 24]",0.6498
5942,"[6, 20, 4, 24, 28]","[1, 2, 14, 17, 9]","[22, 18, 19, 8, 23, 30]",0.5677
5943,"[27, 11, 10, 7, 9]","[20, 26, 17, 28, 19]","[1, 16, 18, 2, 29, 25]",0.6761
5944,"[22, 25, 8, 6, 17]","[14, 3, 24, 7, 9]","[23, 27, 15, 19, 2, 26]",0.6507
5945,"[1, 17, 13, 19, 18]","[20, 24, 16, 3, 22]","[11, 8, 4, 23, 21, 7]",0.5643
5946,"[20, 24, 3, 21, 22]","[27, 15, 18, 28, 10]","[4, 2, 1, 11, 19, 14]",0.6567
5947,"[18, 3, 12, 24, 13]","[20, 19, 29, 23, 6]","[7, 17, 8, 9, 2, 11]",0.7103
5948,"[19, 8, 26, 22, 24]","[30, 29, 14, 16, 3]","[23, 7, 27, 6, 1, 15]",0.5925
5949,"[28, 16, 13, 3, 11]","[14, 9, 24, 8, 5]","[10, 23, 30, 26, 25, 4]",0.7118
5950,"[28, 2, 9, 18, 21]","[25, 10, 14, 16, 13]","[12, 26, 23, 19, 29, 6]",0.7087
5951,"[11, 23, 10, 5, 3]","[12, 25, 1, 4, 29]","[28, 18, 22, 30, 19, 13]",0.5049
5952,"[22, 25, 4, 8, 3]","[19, 9, 17, 2, 29]","[7, 15, 30, 11, 16, 12]",0.6533
5953,"[15, 1, 25, 2, 3]","[12, 9, 10, 21, 28]","[22, 4, 8, 11, 30, 23]",0.5613
5954,"[2, 12, 28, 11, 27]","[21, 14, 18, 16, 22]","[4, 30, 5, 24, 8, 10]",0.6252
5955,"[30, 15, 27, 9, 21]","[2, 26, 29, 1, 12]","[16, 4, 13, 11, 14, 5]",0.6909
5956,"[20, 30, 18, 1, 23]","[9, 28, 14, 4, 29]","[24, 21, 6, 15, 10, 7]",0.6419
5957,"[5, 12, 26, 8, 21]","[9, 25, 19, 10, 17]","[30, 23, 7, 4, 3, 24]",0.5429
5958,"[28, 25, 15, 26, 29]","[18, 22, 3, 19, 20]","[14, 10, 12, 7, 21, 11]",0.6492
5959,"[6, 17, 25, 11, 26]","[22, 27, 9, 10, 1]","[21, 5, 4, 16, 14, 12]",0.7474
5960,"[29, 30, 3, 23, 20]","[1, 9, 25, 21, 27]","[28, 19, 4, 26, 11, 15]",0.512
5961,"[11, 7, 13, 6, 30]","[24, 20, 28, 12, 16]","[3, 9, 4, 5, 18, 15]",0.5832
5962,"[19, 14, 9, 20, 16]","[25, 13, 7, 5, 26]","[10, 8, 12, 29, 6, 30]",0.6997
5963,"[4, 15, 21, 22, 20]","[26, 9, 5, 23, 29]","[13, 14, 16, 24, 28, 1]",0.6937
5964,"[10, 15, 22, 27, 6]","[5, 3, 2, 28, 14]","[21, 17, 1, 19, 9, 12]",0.6847
5965,"[7, 6, 3, 26, 12]","[9, 16, 1, 2, 4]","[25, 11, 30, 28, 18, 10]",0.5694
5966,"[18, 17, 14, 10, 15]","[8, 22, 6, 26, 21]","[13, 1, 28, 20, 9, 16]",0.5903
5967,"[23, 12, 28, 6, 16]","[5, 9, 22, 26, 4]","[1, 25, 20, 19, 27, 7]",0.5988
5968,"[27, 25, 7, 17, 30]","[4, 10, 5, 18, 29]","[20, 1, 3, 24, 9, 13]",0.5713
5969,"[11, 1, 5, 2, 16]","[27, 6, 19, 9, 3]","[7, 8, 20, 17, 22, 18]",0.5658
5970,"[23, 24, 20, 17, 18]","[16, 29, 9, 6, 21]","[14, 8, 30, 11, 4, 1]",0.5406
5971,"[11, 30, 7, 23, 1]","[19, 27, 8, 28, 26]","[17, 4, 2, 24, 3, 22]",0.5636
5972,"[29, 16, 28, 30, 5]","[1, 22, 20, 12, 17]","[9, 23, 2, 21, 26, 19]",0.6303
5973,"[1, 28, 6, 11, 10]","[26, 13, 16, 17, 4]","[9, 27, 20, 23, 14, 22]",0.6794
5974,"[25, 30, 27, 11, 2]","[9, 15, 28, 17, 12]","[6, 24, 21, 29, 14, 13]",0.5265
5975,"[11, 13, 20, 17, 12]","[5, 25, 2, 30, 29]","[19, 27, 15, 18, 9, 16]",0.5769
5976,"[24, 22, 3, 25, 8]","[19, 2, 26, 21, 4]","[17, 20, 11, 14, 5, 9]",0.5068
5977,"[22, 27, 6, 20, 7]","[4, 2, 16, 30, 21]","[11, 15, 13, 26, 24, 23]",0.5737
5978,"[3, 12, 27, 7, 13]","[21, 10, 20, 30, 5]","[6, 26, 4, 24, 25, 14]",0.5509
5979,"[2, 14, 11, 13, 19]","[5, 18, 22, 9, 24]","[3, 7, 8, 21, 17, 6]",0.6398
5980,"[5, 17, 20, 18, 10]","[24, 19, 4, 1, 11]","[27, 28, 2, 16, 30, 14]",0.6839
5981,"[17, 25, 23, 2, 15]","[6, 10, 13, 19, 11]","[24, 30, 16, 29, 21, 7]",0.7049
5982,"[8, 2, 30, 12, 1]","[29, 13, 3, 11, 19]","[7, 18, 10, 14, 27, 15]",0.5409
5983,"[22, 12, 5, 18, 21]","[30, 24, 2, 25, 20]","[28, 17, 13, 8, 3, 19]",0.6027
5984,"[7, 12, 20, 25, 14]","[5, 10, 26, 21, 17]","[8, 3, 18, 15, 22, 4]",0.5782
5985,"[3, 28, 13, 26, 17]","[29, 19, 21, 5, 12]","[8, 4, 24, 18, 1, 30]",0.6727
5986,"[29, 24, 28, 22, 9]","[1, 4, 6, 19, 20]","[7, 26, 2, 15, 5, 11]",0.5065
5987,"[11, 28, 9, 26, 18]","[25, 13, 29, 20, 22]","[27, 19, 23, 30, 6, 21]",0.557
5988,"[20, 30, 9, 7, 15]","[17, 27, 14, 3, 16]","[6, 21, 10, 19, 23, 12]",0.6303
5989,"[7, 4, 10, 16, 3]","[1, 26, 19, 14, 28]","[22, 29, 23, 11, 8, 24]",0.5794
5990,"[11, 16, 28, 21, 29]","[8, 5, 22, 4, 27]","[13, 1, 14, 12, 25, 7]",0.6327
5991,"[28, 30, 22, 8, 5]","[14, 26, 20, 25, 4]","[17, 18, 15, 10, 13, 7]",0.6102
5992,"[7, 10, 3, 2, 14]","[5, 11, 16, 20, 19]","[28, 21, 6, 9, 24, 25]",0.5145
5993,"[5, 14, 15, 19, 11]","[2, 3, 6, 7, 30]","[25, 12, 20, 18, 24, 27]",0.6201
5994,"[15, 23, 9, 5, 24]","[4, 29, 19, 30, 28]","[16, 6, 26, 17, 8, 7]",0.6063
5995,"[18, 24, 11, 26, 10]","[21, 8, 20, 15, 13]","[19, 17, 23, 22, 4, 30]",0.7002
5996,"[28, 17, 1, 15, 8]","[21, 26, 3, 20, 30]","[11, 22, 7, 4, 10, 16]",0.6249
5997,"[26, 19, 3, 30, 15]","[5, 22, 25, 24, 29]","[27, 23, 14, 12, 2, 28]",0.6092
5998,"[8, 6, 11, 13, 16]","[9, 4, 12, 19, 30]","[15, 1, 14, 17, 24, 22]",0.6961
5999,"[7, 8, 10, 6, 27]","[29, 12, 1, 24, 13]","[22, 3, 19, 15, 11, 18]",0.5374
6000,"[18, 11, 7, 27, 9]","[16, 12, 30, 1, 25]","[29, 13, 24, 2, 17, 10]",0.7279
6001,"[26, 20, 17, 9, 25]","[3, 23, 11, 28, 30]","[12, 19, 24, 29, 5, 27]",0.6305
6002,"[12, 30, 28, 25, 9]","[16, 24, 19, 5, 7]","[21, 13, 1, 15, 4, 3]",0.5229
6003,"[1, 16, 29, 6, 21]","[5, 20, 2, 8, 25]","[10, 23, 15, 7, 9, 11]",0.6562
